forktest_images/DSC00013_DS15.jpg,1639,494,1838,556,line,0.706123
forktest_images/DSC00005_DS01.jpg,56,1163,193,1196,line,0.370309
forktest_images/DSC00003_DS07.jpg,1612,44,1754,110,crack,0.460983
forktest_images/DSC00013_DS12.jpg,574,223,768,262,line,0.579732
forktest_images/DSC00002_DS12.jpg,421,926,648,996,crack,0.667278
forktest_images/DSC00002_DS12.jpg,914,556,1137,618,crack,0.585731
forktest_images/DSC00002_DS12.jpg,803,903,984,975,crack,0.380185
forktest_images/DSC00004_DS16.jpg,1163,1008,1354,1098,crack,0.99102
forktest_images/DSC00004_DS16.jpg,385,749,549,827,crack,0.959821
forktest_images/DSC00004_DS16.jpg,568,809,732,890,crack,0.926678
forktest_images/DSC00004_DS16.jpg,1544,1047,1707,1121,crack,0.890595
forktest_images/DSC00004_DS16.jpg,760,812,922,897,crack,0.882826
forktest_images/DSC00004_DS16.jpg,1358,1029,1527,1097,crack,0.745575
forktest_images/DSC00006_DS01.jpg,688,356,846,389,line,0.435048
forktest_images/DSC00006_DS01.jpg,342,298,565,357,line,0.372693
forktest_images/DSC00006_DS01.jpg,160,1095,238,1119,line,0.365497
forktest_images/DSC00004_DS06.jpg,65,1146,205,1196,line,0.591475
forktest_images/DSC00004_DS06.jpg,121,1158,255,1201,line,0.465024
forktest_images/DSC00012_DS08.jpg,796,510,972,541,line,0.536584
forktest_images/DSC00012_DS08.jpg,608,524,795,552,line,0.426063
forktest_images/DSC00003_DS12.jpg,58,909,271,998,crack,0.957444
forktest_images/DSC00004_DS09.jpg,482,57,716,109,line,0.789959
forktest_images/DSC00004_DS09.jpg,760,99,1003,156,line,0.396823
forktest_images/DSC00004_DS09.jpg,690,88,933,135,line,0.388477
forktest_images/DSC00004_DS09.jpg,1189,174,1367,212,line,0.382728
forktest_images/DSC00004_DS09.jpg,1038,160,1232,197,line,0.350334
forktest_images/DSC00009_DS08.jpg,678,189,852,233,line,0.660554
forktest_images/DSC00009_DS08.jpg,925,121,1188,178,line,0.559355
forktest_images/DSC00009_DS08.jpg,857,133,1061,192,line,0.531939
forktest_images/DSC00005_DS08.jpg,855,402,1035,468,crack,0.521295
forktest_images/DSC00003_DS16.jpg,156,432,405,500,crack,0.600167
forktest_images/DSC00003_DS16.jpg,610,1011,822,1091,crack,0.53283
forktest_images/DSC00003_DS16.jpg,792,977,1021,1053,crack,0.413745
forktest_images/DSC00012_DS16.jpg,372,130,584,213,crack,0.996408
forktest_images/DSC00012_DS16.jpg,88,205,342,266,crack,0.987423
forktest_images/DSC00012_DS16.jpg,864,15,1155,83,crack,0.714053
forktest_images/DSC00012_DS16.jpg,1154,692,1395,747,line,0.823319
forktest_images/DSC00012_DS16.jpg,928,755,1110,797,line,0.546862
forktest_images/DSC00004_DS01.jpg,74,1061,232,1100,line,0.438246
forktest_images/DSC00004_DS05.jpg,95,874,337,931,line,0.74686
forktest_images/DSC00004_DS05.jpg,1229,679,1442,740,line,0.703713
forktest_images/DSC00004_DS05.jpg,1101,1019,1288,1068,line,0.694692
forktest_images/DSC00004_DS05.jpg,402,921,560,956,line,0.597481
forktest_images/DSC00004_DS05.jpg,604,594,751,633,line,0.577033
forktest_images/DSC00004_DS05.jpg,1149,1029,1339,1076,line,0.572875
forktest_images/DSC00004_DS05.jpg,918,994,1060,1032,line,0.545682
forktest_images/DSC00004_DS05.jpg,1414,1071,1555,1109,line,0.53633
forktest_images/DSC00004_DS05.jpg,60,867,278,915,line,0.519454
forktest_images/DSC00004_DS05.jpg,565,942,715,985,line,0.473056
forktest_images/DSC00004_DS05.jpg,183,534,327,574,line,0.463287
forktest_images/DSC00004_DS05.jpg,1144,666,1381,732,line,0.459944
forktest_images/DSC00004_DS05.jpg,1676,1111,1815,1154,line,0.422058
forktest_images/DSC00004_DS05.jpg,1183,312,1399,367,line,0.383871
forktest_images/DSC00004_DS05.jpg,198,183,333,227,line,0.382357
forktest_images/DSC00005_DS12.jpg,135,745,284,839,crack,0.989982
forktest_images/DSC00005_DS12.jpg,534,932,708,1018,crack,0.984988
forktest_images/DSC00005_DS12.jpg,734,957,903,1016,crack,0.595142
