DSC00001.jpg,4658,281,4888,365,crack,0.976374
DSC00001.jpg,4715,1060,4971,1117,crack,0.501768
DSC00001.jpg,4778,4397,5046,4469,line,0.691591
DSC00001.jpg,5178,1672,5410,1749,crack,0.671473
DSC00001.jpg,5290,1667,5495,1731,crack,0.521284
DSC00001.jpg,4830,2044,5019,2106,crack,0.409397
DSC00002.jpg,5941,3382,6168,3452,crack,0.667278
DSC00002.jpg,6434,3012,6657,3074,crack,0.585731
DSC00002.jpg,6323,3359,6504,3431,crack,0.380185
DSC00002.jpg,5812,1618,6037,1702,crack,0.993096
DSC00002.jpg,5859,2382,6138,2447,crack,0.627008
DSC00002.jpg,6824,4566,6999,4660,crack,0.555696
DSC00003.jpg,5292,1272,5434,1338,crack,0.460983
DSC00003.jpg,5578,3365,5791,3454,crack,0.957444
DSC00003.jpg,5676,4116,5925,4184,crack,0.600167
DSC00003.jpg,6130,4695,6342,4775,crack,0.53283
DSC00003.jpg,6312,4661,6541,4737,crack,0.413745
DSC00004.jpg,6683,4692,6874,4782,crack,0.99102
DSC00004.jpg,5905,4433,6069,4511,crack,0.959821
DSC00004.jpg,6088,4493,6252,4574,crack,0.926678
DSC00004.jpg,7064,4731,7227,4805,crack,0.890595
DSC00004.jpg,6280,4496,6442,4581,crack,0.882826
DSC00004.jpg,6878,4713,7047,4781,crack,0.745575
DSC00004.jpg,1905,2374,2045,2424,line,0.591475
DSC00004.jpg,1961,2386,2095,2429,line,0.465024
DSC00004.jpg,482,2513,716,2565,line,0.789959
DSC00004.jpg,760,2555,1003,2612,line,0.396823
DSC00004.jpg,690,2544,933,2591,line,0.388477
DSC00004.jpg,1189,2630,1367,2668,line,0.382728
DSC00004.jpg,1038,2616,1232,2653,line,0.350334
DSC00004.jpg,74,1061,232,1100,line,0.438246
DSC00004.jpg,95,2102,337,2159,line,0.74686
DSC00004.jpg,1229,1907,1442,1968,line,0.703713
DSC00004.jpg,1101,2247,1288,2296,line,0.694692
DSC00004.jpg,402,2149,560,2184,line,0.597481
DSC00004.jpg,604,1822,751,1861,line,0.577033
DSC00004.jpg,1149,2257,1339,2304,line,0.572875
DSC00004.jpg,918,2222,1060,2260,line,0.545682
DSC00004.jpg,1414,2299,1555,2337,line,0.53633
DSC00004.jpg,60,2095,278,2143,line,0.519454
DSC00004.jpg,565,2170,715,2213,line,0.473056
DSC00004.jpg,183,1762,327,1802,line,0.463287
DSC00004.jpg,1144,1894,1381,1960,line,0.459944
DSC00004.jpg,1676,2339,1815,2382,line,0.422058
DSC00004.jpg,1183,1540,1399,1595,line,0.383871
DSC00004.jpg,198,1411,333,1455,line,0.382357
DSC00004.jpg,1904,2746,2076,2784,line,0.712592
DSC00005.jpg,56,1163,193,1196,line,0.370309
DSC00005.jpg,6375,1630,6555,1696,crack,0.521295
DSC00005.jpg,5655,3201,5804,3295,crack,0.989982
DSC00005.jpg,6054,3388,6228,3474,crack,0.984988
DSC00005.jpg,6254,3413,6423,3472,crack,0.595142
DSC00005.jpg,6431,3427,6596,3490,crack,0.488136
DSC00005.jpg,405,1550,620,1600,line,0.770661
DSC00005.jpg,66,1512,327,1568,line,0.517662
DSC00005.jpg,1301,1667,1435,1706,line,0.504682
DSC00005.jpg,1122,1635,1256,1684,line,0.484639
DSC00005.jpg,844,1600,1128,1665,line,0.374334
DSC00005.jpg,5288,3164,5449,3240,crack,0.974273
DSC00006.jpg,688,356,846,389,line,0.435048
DSC00006.jpg,342,298,565,357,line,0.372693
DSC00006.jpg,160,1095,238,1119,line,0.365497
DSC00006.jpg,4923,1780,5067,1869,crack,0.756348
DSC00006.jpg,4745,1741,4907,1821,crack,0.680929
DSC00006.jpg,5101,1778,5253,1851,crack,0.572562
DSC00006.jpg,5763,251,5940,310,crack,0.456773
DSC00007.jpg,4584,211,4831,335,line,0.867089
DSC00007.jpg,4439,277,4737,382,line,0.757186
DSC00007.jpg,4481,247,4807,357,line,0.698678
DSC00007.jpg,4687,209,4909,298,line,0.579831
DSC00009.jpg,6198,1417,6372,1461,line,0.660554
DSC00009.jpg,6445,1349,6708,1406,line,0.559355
DSC00009.jpg,6377,1361,6581,1420,line,0.531939
DSC00009.jpg,5957,2984,6238,3071,line,0.964066
DSC00009.jpg,5864,2959,6306,3093,line,0.868236
DSC00009.jpg,6058,2953,6334,3048,line,0.832163
DSC00009.jpg,6134,633,6369,714,crack,0.999853
DSC00009.jpg,5554,766,5783,858,crack,0.99513
DSC00009.jpg,5970,304,6339,382,crack,0.975974
